customer_id,recency,frequency,monetary_total,monetary_avg,avg_basket_size,purchase_frequency_trend,variance_purchase_intervals,seasonal_concentration,return_rate,discount_sensitivity,historical_clv,affinity_85123A,affinity_22423,affinity_85099B,affinity_20725,affinity_21212,affinity_84879,affinity_21232,affinity_47566,affinity_22197,affinity_22383,engagement_score,target_churn,target_clv,target_next_category
13085.0,66,10,485.64000000000004,48.56400000000001,72.6,0.0,7233.194444444443,0.5,0.13053892059234826,0.0,485.64000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.04958677617649069,0.0,0.0,0.0,0.4116421144682181,1,0.0,NONE
13078.0,9,79,22112.19,279.9011392405063,109.59493670886076,2.0,43.58175158175159,0.24050632911392406,0.013895216385085176,0.0,22112.19,0.0,0.00046200046146685096,0.0,0.0,0.0,0.05728805722188952,0.0,0.0,0.0,0.0,0.5114028765206217,0,5608.63,22197
15362.0,357,2,613.08,306.54,184.0,0.0,0.0,0.5,0.0,0.0,613.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2257943087789781,1,0.0,NONE
18102.0,7,120,435567.63,3629.73025,1221.1166666666666,0.0,81.43042301666429,0.175,0.008324084350158086,0.075,435567.63,0.006333001214302961,0.0,0.0,0.0013648709513583968,0.0,0.0,0.0,0.0,0.0,0.0,0.7851460158776526,0,123737.11,22687
12682.0,9,42,18714.12,445.5742857142857,201.9047619047619,3.0,129.9743902439024,0.19047619047619047,0.0010601955459297967,0.0,18714.12,0.0,0.003419811316721921,0.0035377358448847457,0.02358490563256497,0.014150943379538983,0.0,0.0,0.006132075464466893,0.011320754703631185,0.00825471697139774,0.4815970340396594,0,4059.9,23390
18087.0,7,21,14061.72,669.6057142857143,337.1904761904762,2.0,1585.5157894736842,0.42857142857142855,0.04671513187033504,0.0,14061.72,0.029656828089737568,0.022030786580947908,0.0,0.0,0.0,0.0,0.0067787035633685875,0.0,0.0,0.0,0.4643245414061174,1,0.0,NONE
13635.0,346,5,1826.25,365.25,235.4,0.0,17660.916666666668,0.6,0.012583892511880097,0.0,1826.25,0.0475785892304283,0.0,0.0,0.0,0.0,0.013593882637265228,0.0,0.0,0.0,0.0,0.235559707513819,0,1071.03,22111
14110.0,28,28,10503.720000000001,375.1328571428572,174.64285714285714,0.0,981.5669515669516,0.07142857142857142,0.002447980411162831,0.0,10503.720000000001,0.03394683019642775,0.0,0.004089979541738283,0.0020449897708691416,0.0,0.0016359918166953134,0.0,0.014314928396083991,0.0,0.006134969312607425,0.45452492176386455,0,2423.5299999999997,21479
12636.0,647,1,141.0,141.0,1.0,0.0,0.0,1.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04547745783125633,1,0.0,NONE
17519.0,42,16,4404.81,275.300625,189.25,0.0,706.4952380952382,0.1875,0.0013192612093691912,0.0,4404.81,0.0,0.0,0.0,0.0,0.023778071255686685,0.0,0.0,0.008586525731220191,0.0,0.0,0.43328200086552143,0,356.02,23519
13758.0,110,17,7551.42,444.2011764705882,252.8235294117647,-2.0,1426.65,0.4117647058823529,0.0020896215414682577,0.0,7551.42,0.04467194033347618,0.00046533271180704353,0.020939972031316957,0.006979990677105653,0.02233597016673809,0.0,0.0,0.0,0.0,0.0023266635590352175,0.39383300260326687,0,839.03,22086
12362.0,21,7,1831.75,261.67857142857144,138.42857142857142,2.0,28283.999999999993,0.14285714285714285,0.010214504492190966,0.0,1831.75,0.0,0.001031991733415978,0.0,0.01031991733415978,0.0,0.0,0.0,0.004127966933663912,0.0,0.01031991733415978,0.4379940357496592,0,3381.18,20679
15413.0,339,7,-11861.48,-1694.4971428571428,384.2857142857143,0.0,10672.566666666668,0.7142857142857143,0.0007429420477602449,0.0,-11861.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233390161772254,1,0.0,NONE
16321.0,214,7,-73.55000000000001,-10.507142857142858,-7.857142857142857,0.0,14593.6,0.2857142857142857,1.8333330555555976,0.0,-73.55000000000001,-0.10909092892562344,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3175603829429457,0,0.0,22090
17592.0,647,2,-148.3,-74.15,-19.0,0.0,0.0,1.0,3799999.9999999995,0.0,-148.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.04606023124171014,1,0.0,NONE
16167.0,323,6,913.62,152.27,237.33333333333334,0.0,3397.3,0.5,0.023989033420225955,0.0,913.62,0.0,0.0021067415582391746,0.0,0.0,0.016853932465913397,0.0,0.0,0.0,0.0,0.0,0.24999759636620217,1,0.0,NONE
17865.0,0,53,21463.23,404.9666037735849,197.1320754716981,4.0,190.13273001508296,0.2830188679245283,0.013129309518154993,0.0,21463.23,0.0,0.010049770281345932,0.0,0.0,0.011485451750109637,0.0,0.02239663091271379,0.0,0.006508422658395461,0.0,0.49703880644475,0,3398.28,23426
13767.0,17,84,25747.38,306.5164285714286,131.52380952380952,-4.0,87.80047017337641,0.3333333333333333,0.0070998472120968395,0.0,25747.38,0.01013758145353224,0.010771180294378005,0.0,0.0,0.039102099892195784,0.12201303392287018,0.0,0.008689355531599063,0.0,0.0,0.5123412703125335,0,7310.6900000000005,22730
13293.0,301,7,1167.74,166.82,77.57142857142857,0.0,1878.2666666666669,0.42857142857142855,0.010928961549563543,0.0,1167.74,0.0,0.0,0.05524861776706045,0.0,0.0,0.07366482368941393,0.0,0.0,0.0,0.0,0.2644992546052734,1,0.0,NONE
17238.0,45,26,5556.14,213.6976923076923,101.76923076923077,-3.0,531.9599999999999,0.3076923076923077,0.0,0.0,5556.14,0.00037792894792921784,0.0,0.002645502635504525,0.004535147375150614,0.0,0.0,0.0007558578958584357,0.0007558578958584357,0.0,0.004535147375150614,0.43961907748668927,0,1775.53,84997A
16011.0,1,26,4406.81,169.49269230769232,103.88461538461539,2.0,384.8333333333333,0.38461538461538464,0.0011094674515182417,0.0,4406.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46614972523699505,0,1167.3,23033
13916.0,372,5,1245.21,249.042,132.2,0.0,1912.2499999999998,0.2,0.008995502114010463,0.0,1245.21,0.02723146706155118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2191458803918804,1,0.0,NONE
15712.0,18,11,3156.46,286.9509090909091,105.45454545454545,0.0,1530.4888888888888,0.36363636363636365,0.0008613264353029592,0.0,3156.46,0.010344827497027349,0.001724137916171225,0.043103447904280626,0.01724137916171225,0.0,0.0,0.0,0.0,0.0,0.0,0.4436306092156668,0,306.05,23355
15311.0,3,238,94335.28,396.36672268907563,248.15126050420167,4.0,8.502073946935566,0.25210084033613445,0.01996249771502207,0.0,94335.28,0.000609549610462318,0.0,0.029072130032327777,0.010311547576987547,0.006654249914213638,0.0,0.001219099220924636,0.0,0.0068743650513250305,0.003487978326534375,0.6768781711993354,0,13791.92,23029
