customer_id,recency,frequency,monetary_total,monetary_avg,avg_basket_size,purchase_frequency_trend,variance_purchase_intervals,seasonal_concentration,return_rate,discount_sensitivity,historical_clv,affinity_85123A,affinity_22423,affinity_85099B,affinity_20725,affinity_21212,affinity_84879,affinity_21232,affinity_47566,affinity_22197,affinity_22383,engagement_score,target_churn,target_clv,target_next_category,kmeans_cluster,persona,hierarchical_cluster,dbscan_cluster
13085.0,66,10,485.64,48.56400000000001,72.6,0.0,7233.194444444443,0.5,0.1305389205923482,0.0,485.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0495867761764906,0.0,0.0,0.0,0.4116421144682181,1,0.0,NONE,2,Active Loyal Customers,0,0
13078.0,9,79,22112.19,279.9011392405063,109.59493670886076,2.0,43.58175158175159,0.240506329113924,0.0138952163850851,0.0,22112.19,0.0,0.0004620004614668,0.0,0.0,0.0,0.0572880572218895,0.0,0.0,0.0,0.0,0.5114028765206217,0,5608.63,22197,2,Active Loyal Customers,0,0
15362.0,357,2,613.08,306.54,184.0,0.0,0.0,0.5,0.0,0.0,613.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2257943087789781,1,0.0,NONE,0,Seasonal Gift Shoppers,2,1
18102.0,7,120,435567.63,3629.73025,1221.1166666666666,0.0,81.43042301666429,0.175,0.008324084350158,0.075,435567.63,0.0063330012143029,0.0,0.0,0.0013648709513583,0.0,0.0,0.0,0.0,0.0,0.0,0.7851460158776526,0,123737.11,22687,3,Wholesale / VIP Buyers,3,-1
12682.0,9,42,18714.12,445.5742857142857,201.9047619047619,3.0,129.9743902439024,0.1904761904761904,0.0010601955459297,0.0,18714.12,0.0,0.0034198113167219,0.0035377358448847,0.0235849056325649,0.0141509433795389,0.0,0.0,0.0061320754644668,0.0113207547036311,0.0082547169713977,0.4815970340396594,0,4059.9,23390,2,Active Loyal Customers,0,0
18087.0,7,21,14061.72,669.6057142857143,337.1904761904762,2.0,1585.5157894736842,0.4285714285714285,0.046715131870335,0.0,14061.72,0.0296568280897375,0.0220307865809479,0.0,0.0,0.0,0.0,0.0067787035633685,0.0,0.0,0.0,0.4643245414061174,1,0.0,NONE,2,Active Loyal Customers,0,0
13635.0,346,5,1826.25,365.25,235.4,0.0,17660.916666666668,0.6,0.01258389251188,0.0,1826.25,0.0475785892304283,0.0,0.0,0.0,0.0,0.0135938826372652,0.0,0.0,0.0,0.0,0.235559707513819,0,1071.03,22111,0,Seasonal Gift Shoppers,0,0
14110.0,28,28,10503.72,375.1328571428572,174.64285714285714,0.0,981.5669515669516,0.0714285714285714,0.0024479804111628,0.0,10503.72,0.0339468301964277,0.0,0.0040899795417382,0.0020449897708691,0.0,0.0016359918166953,0.0,0.0143149283960839,0.0,0.0061349693126074,0.4545249217638645,0,2423.53,21479,2,Active Loyal Customers,0,0
12636.0,647,1,141.0,141.0,1.0,0.0,0.0,1.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454774578312563,1,0.0,NONE,0,Seasonal Gift Shoppers,2,2
17519.0,42,16,4404.81,275.300625,189.25,0.0,706.4952380952382,0.1875,0.0013192612093691,0.0,4404.81,0.0,0.0,0.0,0.0,0.0237780712556866,0.0,0.0,0.0085865257312201,0.0,0.0,0.4332820008655214,0,356.02,23519,2,Active Loyal Customers,0,0
13758.0,110,17,7551.42,444.2011764705882,252.8235294117647,-2.0,1426.65,0.4117647058823529,0.0020896215414682,0.0,7551.42,0.0446719403334761,0.000465332711807,0.0209399720313169,0.0069799906771056,0.022335970166738,0.0,0.0,0.0,0.0,0.0023266635590352,0.3938330026032668,0,839.03,22086,2,Active Loyal Customers,0,0
12362.0,21,7,1831.75,261.67857142857144,138.42857142857142,2.0,28283.999999999996,0.1428571428571428,0.0102145044921909,0.0,1831.75,0.0,0.0010319917334159,0.0,0.0103199173341597,0.0,0.0,0.0,0.0041279669336639,0.0,0.0103199173341597,0.4379940357496592,0,3381.18,20679,2,Active Loyal Customers,0,0
15413.0,339,7,-11861.48,-1694.4971428571428,384.2857142857143,0.0,10672.566666666668,0.7142857142857143,0.0007429420477602,0.0,-11861.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233390161772254,1,0.0,NONE,0,Seasonal Gift Shoppers,1,-1
16321.0,214,7,-73.55000000000001,-10.507142857142858,-7.857142857142857,0.0,14593.6,0.2857142857142857,1.8333330555555976,0.0,-73.55000000000001,-0.1090909289256234,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3175603829429457,0,0.0,22090,0,Seasonal Gift Shoppers,0,0
17592.0,647,2,-148.3,-74.15,-19.0,0.0,0.0,1.0,3800000.0,0.0,-148.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0460602312417101,1,0.0,NONE,0,Seasonal Gift Shoppers,2,0
16167.0,323,6,913.62,152.27,237.33333333333331,0.0,3397.3,0.5,0.0239890334202259,0.0,913.62,0.0,0.0021067415582391,0.0,0.0,0.0168539324659133,0.0,0.0,0.0,0.0,0.0,0.2499975963662021,1,0.0,NONE,0,Seasonal Gift Shoppers,0,0
17865.0,0,53,21463.23,404.9666037735849,197.1320754716981,4.0,190.13273001508296,0.2830188679245283,0.0131293095181549,0.0,21463.23,0.0,0.0100497702813459,0.0,0.0,0.0114854517501096,0.0,0.0223966309127137,0.0,0.0065084226583954,0.0,0.49703880644475,0,3398.28,23426,2,Active Loyal Customers,0,-1
13767.0,17,84,25747.38,306.5164285714286,131.52380952380952,-4.0,87.80047017337641,0.3333333333333333,0.0070998472120968,0.0,25747.38,0.0101375814535322,0.010771180294378,0.0,0.0,0.0391020998921957,0.1220130339228701,0.0,0.008689355531599,0.0,0.0,0.5123412703125335,0,7310.69,22730,2,Active Loyal Customers,0,0
13293.0,301,7,1167.74,166.82,77.57142857142857,0.0,1878.2666666666669,0.4285714285714285,0.0109289615495635,0.0,1167.74,0.0,0.0,0.0552486177670604,0.0,0.0,0.0736648236894139,0.0,0.0,0.0,0.0,0.2644992546052734,1,0.0,NONE,0,Seasonal Gift Shoppers,0,0
17238.0,45,26,5556.14,213.6976923076923,101.76923076923076,-3.0,531.9599999999999,0.3076923076923077,0.0,0.0,5556.14,0.0003779289479292,0.0,0.0026455026355045,0.0045351473751506,0.0,0.0,0.0007558578958584,0.0007558578958584,0.0,0.0045351473751506,0.4396190774866892,0,1775.53,84997A,2,Active Loyal Customers,0,0
16011.0,1,26,4406.81,169.49269230769232,103.8846153846154,2.0,384.8333333333333,0.3846153846153846,0.0011094674515182,0.0,4406.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466149725236995,0,1167.3,23033,2,Active Loyal Customers,0,0
13916.0,372,5,1245.21,249.042,132.2,0.0,1912.25,0.2,0.0089955021140104,0.0,1245.21,0.0272314670615511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2191458803918804,1,0.0,NONE,0,Seasonal Gift Shoppers,0,0
15712.0,18,11,3156.46,286.9509090909091,105.45454545454544,0.0,1530.4888888888888,0.3636363636363636,0.0008613264353029,0.0,3156.46,0.0103448274970273,0.0017241379161712,0.0431034479042806,0.0172413791617122,0.0,0.0,0.0,0.0,0.0,0.0,0.4436306092156668,0,306.05,23355,2,Active Loyal Customers,0,0
15311.0,3,238,94335.28,396.3667226890756,248.15126050420167,4.0,8.502073946935566,0.2521008403361344,0.019962497715022,0.0,94335.28,0.0006095496104623,0.0,0.0290721300323277,0.0103115475769875,0.0066542499142136,0.0,0.0012190992209246,0.0,0.006874365051325,0.0034879783265343,0.6768781711993354,0,13791.92,23029,2,Active Loyal Customers,3,-1
16329.0,336,4,1664.92,416.23,199.25,0.0,8724.0,0.5,0.0,0.0,1664.92,0.0012547051285482,0.0,0.0,0.0037641153856447,0.0,0.0,0.0,0.0,0.0,0.0,0.2408959047584916,1,0.0,NONE,0,Seasonal Gift Shoppers,0,0
15461.0,369,3,352.9,117.63333333333333,74.0,0.0,1984.5,0.3333333333333333,0.0176991142611011,0.0,352.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2189752477332758,1,0.0,NONE,0,Seasonal Gift Shoppers,0,0
17700.0,3,16,5748.66,359.29125,188.375,-1.0,1020.695238095238,0.3125,0.0023171135308933,0.0,5748.66,0.116788320780397,0.0016589250110851,0.0,0.0,0.0,0.0238885201596266,0.0079628400532088,0.0026542800177362,0.0,0.0,0.4581788120642771,0,852.8100000000001,23373,2,Active Loyal Customers,0,0
14911.0,0,400,180968.27,452.420675,248.0775,12.0,5.3326910240425125,0.265,0.0579573934782071,0.0225,180968.27,0.0068728522329843,0.0046255706377416,0.0014108494319909,0.0010077495942792,0.0118511352287237,0.0019348792210161,0.0027209239045539,0.0011085245537071,0.0114681903828976,0.0006046497565675,0.851177496445942,0,59126.74,21136,3,Wholesale / VIP Buyers,3,-1
15998.0,80,19,7123.28,374.9094736842105,244.73684210526315,1.0,1085.8823529411766,0.2631578947368421,0.0040693938657755,0.0,7123.28,0.0047311827855243,0.0021505376297837,0.0008602150519135,0.0030107526816973,0.0025806451557405,0.0081720429931784,0.0,0.0004301075259567,0.0109677419118973,0.0030107526816973,0.4136336390758993,0,974.96,23302,2,Active Loyal Customers,0,0
12931.0,9,65,42827.14,658.8790769230769,440.9230769230769,2.0,228.88665674603172,0.2923076923076923,0.3252183739492811,0.2307692307692307,42827.14,0.0,0.0,0.0,0.0,0.0,0.4125610605678433,0.0,0.0,0.3000697835659212,0.0,0.5129851953769393,0,6887.86,21915,2,Active Loyal Customers,3,-1
15614.0,337,7,2870.36,410.0514285714286,225.7142857142857,0.0,1682.1666666666667,0.2857142857142857,0.0161892900610878,0.0,2870.36,0.0,0.0012658227767985,0.0443037971879506,0.0,0.0,0.0,0.0075949366607915,0.0,0.0,0.0,0.2432379288849204,1,0.0,NONE,0,Seasonal Gift Shoppers,0,0
12533.0,527,6,932.09,155.34833333333333,72.0,0.0,771.7999999999998,0.5,0.2394366155028765,0.0,932.09,0.0138888885673868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1238878382815446,1,0.0,NONE,0,Seasonal Gift Shoppers,0,0
16128.0,52,11,2510.23,228.2027272727273,161.0,1.0,5692.888888888889,0.5454545454545454,0.0144685586284443,0.0,2510.23,0.0,0.0022586109415098,0.0,0.0,0.1355166564905892,0.0045172218830196,0.0,0.0,0.0406549969471767,0.0,0.4222327720940646,0,1185.52,71053,2,Active Loyal Customers,0,0
16714.0,127,7,947.15,135.30714285714288,113.71428571428572,-1.0,17321.76666666667,0.1428571428571428,0.0197044332548715,0.0,947.15,0.0075376883475164,0.0,0.0,0.0,0.0301507533900659,0.0201005022600439,0.0,0.0062814069562637,0.0150753766950329,0.0,0.3719437259075266,1,0.0,NONE,2,Active Loyal Customers,0,0
17984.0,54,5,1152.19,230.438,187.8,1.0,14116.916666666666,0.6,0.0,0.0,1152.19,0.0085197017197049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042598508598524,0.0,0.4156911946938585,1,0.0,NONE,2,Active Loyal Customers,0,0
